scenario,route_id,route_class,total_frames,analyzed_frames,skipped_abnormal,signal_frames,possible_signal_color_frames,junction_frames,possible_junction_frames,nonsignal_junction_frames,red_signal_frames,yellow_signal_frames,green_signal_frames,stopline_crosswalk_frames,turn_marking_frames,max_signal_score,max_junction_score
SignalizedJunctionRightTurn,Town10HD_Rep0_Town10HD_Scenario9_57_route0_01_08_07_58_22,R4_R5_shared,42,42,False,22,40,34,8,12,33,12,22,41,39,19.0,3.0
SignalizedJunctionRightTurn,Town10HD_Rep0_Town10HD_Scenario9_5_route0_01_10_12_02_59,R4_only,51,51,False,34,48,34,1,0,42,4,15,1,1,37.0,3.0
SignalizedJunctionRightTurn,Town10HD_Rep0_route_002626_route0_01_09_22_14_19,R4_only,56,56,False,56,56,56,0,0,56,22,16,1,13,20.0,2.5833333333333335
SignalizedJunctionRightTurn,Town10HD_Rep0_route_002627_route0_01_10_08_12_01,R4_R5_shared,47,47,False,1,1,47,0,46,1,0,0,47,40,1.0,3.0
SignalizedJunctionRightTurn,Town10HD_Rep0_route_002628_route0_01_09_00_07_01,R4_only,46,46,False,20,35,20,0,0,34,24,13,1,0,12.0,1.7083333333333335
SignalizedJunctionRightTurn,Town12_Rep0_1069_0_route0_01_10_20_55_15,R4_R5_shared,59,59,False,40,43,51,8,11,38,0,12,54,31,8.0,3.0
SignalizedJunctionRightTurn,Town12_Rep0_1179_0_route0_01_10_02_43_53,skipped_abnormal_duration,471,0,True,0,0,0,0,0,0,0,0,0,0,0.0,0.0
SignalizedJunctionRightTurn,Town12_Rep0_132_0_route0_01_09_19_00_00,R4_R5_shared,64,64,False,12,15,15,14,3,11,0,7,8,20,5.0,2.3333333333333335
SignalizedJunctionRightTurn,Town12_Rep0_132_1_route0_01_11_00_31_19,skipped_abnormal_duration,366,0,True,0,0,0,0,0,0,0,0,0,0,0.0,0.0
SignalizedJunctionRightTurn,Town12_Rep0_1670_0_route0_01_09_07_08_07,R4_only,61,61,False,14,23,14,10,0,19,4,7,3,17,7.0,3.0
SignalizedJunctionRightTurn,Town12_Rep0_1670_1_route0_01_10_15_51_59,R4_R5_shared,61,61,False,38,54,49,12,11,52,9,14,51,48,30.0,3.0
SignalizedJunctionRightTurn,Town12_Rep0_1711_0_route0_01_10_03_12_31,R4_R5_shared,64,64,False,45,60,55,9,10,60,18,16,64,59,45.0,3.0
SignalizedJunctionRightTurn,Town12_Rep0_2049_0_route0_01_10_06_28_44,skipped_abnormal_duration,445,0,True,0,0,0,0,0,0,0,0,0,0,0.0,0.0
SignalizedJunctionRightTurn,Town12_Rep0_2049_0_route0_01_11_15_42_09,R4_R5_shared,67,67,False,3,6,8,56,5,4,0,5,21,63,6.0,3.0
SignalizedJunctionRightTurn,Town12_Rep0_2051_0_route0_01_09_23_09_06,R4_R5_shared,78,78,False,6,13,12,33,6,9,0,13,10,42,4.0,2.416666666666667
SignalizedJunctionRightTurn,Town12_Rep0_2059_0_route0_01_08_03_25_48,R4_R5_shared,66,66,False,4,8,48,18,44,6,0,6,49,49,5.0,3.0
SignalizedJunctionRightTurn,Town12_Rep0_2099_0_route0_01_09_02_25_12,skipped_abnormal_duration,567,0,True,0,0,0,0,0,0,0,0,0,0,0.0,0.0
SignalizedJunctionRightTurn,Town12_Rep0_2099_0_route0_01_11_08_07_22,R4_R5_shared,58,58,False,32,46,36,21,4,32,16,33,15,54,13.0,3.0
SignalizedJunctionRightTurn,Town12_Rep0_2116_0_route0_01_08_09_49_37,R4_R5_shared,79,79,False,19,37,46,33,27,20,1,30,79,73,9.0,3.0
SignalizedJunctionRightTurn,Town12_Rep0_2159_0_route0_01_10_19_07_24,R5_only,60,60,False,0,1,6,32,6,0,0,1,30,13,1.0,1.5416666666666665
SignalizedJunctionRightTurn,Town12_Rep0_2267_0_route0_01_08_21_31_45,R5_only,57,57,False,0,0,35,22,35,0,0,0,57,51,0.0,3.0
SignalizedJunctionRightTurn,Town12_Rep0_2296_0_route0_01_09_02_39_17,R4_R5_shared,60,60,False,19,29,26,30,7,29,2,8,20,51,7.0,3.0
SignalizedJunctionRightTurn,Town12_Rep0_2371_0_route0_01_09_00_01_40,R4_R5_shared,64,64,False,6,9,11,18,5,4,0,7,7,20,6.0,3.0
SignalizedJunctionRightTurn,Town12_Rep0_2561_0_route0_01_08_12_24_18,R4_R5_shared,72,72,False,3,23,62,10,59,9,0,19,71,58,15.0,3.0
SignalizedJunctionRightTurn,Town12_Rep0_3304_0_route0_01_08_06_43_47,R4_only,61,61,False,5,9,5,1,0,7,0,4,1,1,3.0,3.0
SignalizedJunctionRightTurn,Town12_Rep0_3304_1_route0_01_08_23_45_52,R4_R5_shared,61,61,False,43,59,48,12,5,56,16,19,14,41,28.0,3.0
SignalizedJunctionRightTurn,Town12_Rep0_3622_0_route0_01_11_04_53_40,R4_R5_shared,54,54,False,26,39,43,11,17,24,0,20,49,42,7.0,3.0
SignalizedJunctionRightTurn,Town12_Rep0_3626_0_route0_01_10_15_26_06,R4_R5_shared,69,69,False,21,38,33,35,12,37,8,7,22,66,9.0,3.0
SignalizedJunctionRightTurn,Town12_Rep0_3631_0_route0_01_08_11_35_09,R4_only,59,59,False,3,8,3,6,0,4,0,7,0,6,6.0,0.7916666666666667
SignalizedJunctionRightTurn,Town12_Rep0_3631_1_route0_01_08_00_32_32,R4_R5_shared,59,59,False,5,11,19,20,14,6,0,7,27,24,6.0,3.0
SignalizedJunctionRightTurn,Town12_Rep0_3636_0_route0_01_08_08_06_09,R4_R5_shared,61,61,False,5,8,27,31,22,4,0,7,26,52,4.0,3.0
SignalizedJunctionRightTurn,Town12_Rep0_3657_0_route0_01_08_22_16_13,R4_R5_shared,60,60,False,3,7,9,17,6,3,1,6,15,23,3.0,3.0
SignalizedJunctionRightTurn,Town12_Rep0_3681_0_route0_01_09_19_10_50,R4_only,69,69,False,4,6,4,7,0,3,0,4,1,7,3.0,3.0
SignalizedJunctionRightTurn,Town12_Rep0_3742_0_route0_01_10_10_35_05,R4_R5_shared,68,68,False,3,22,27,39,24,17,1,6,39,66,7.0,3.0
SignalizedJunctionRightTurn,Town12_Rep0_3866_0_route0_01_10_02_22_46,R4_R5_shared,63,63,False,8,15,19,39,11,5,0,11,29,56,6.0,3.0
SignalizedJunctionRightTurn,Town12_Rep0_3927_0_route0_01_10_20_43_24,R4_R5_shared,60,60,False,3,5,11,22,8,1,0,4,16,19,1.0,1.375
SignalizedJunctionRightTurn,Town12_Rep0_4161_0_route0_01_09_21_50_23,R4_R5_shared,65,65,False,12,16,15,24,3,5,0,12,12,31,5.0,3.0
SignalizedJunctionRightTurn,Town12_Rep0_4214_0_route0_01_09_01_24_46,R4_R5_shared,70,70,False,13,13,18,46,5,4,0,9,18,64,3.0,3.0
SignalizedJunctionRightTurn,Town12_Rep0_4424_0_route0_01_11_01_28_21,R4_R5_shared,65,65,False,1,13,35,30,34,4,0,9,35,65,3.0,3.0
SignalizedJunctionRightTurn,Town12_Rep0_501_0_route0_01_08_23_01_52,R4_R5_shared,73,73,False,6,14,34,38,28,8,0,12,56,58,4.0,3.0
SignalizedJunctionRightTurn,Town12_Rep0_521_0_route0_01_09_09_51_55,R4_R5_shared,61,61,False,15,22,32,29,17,5,0,22,40,59,5.0,3.0
SignalizedJunctionRightTurn,Town12_Rep0_521_1_route0_01_10_15_33_48,R4_only,62,62,False,4,7,4,18,0,5,0,5,1,21,6.0,2.0
SignalizedJunctionRightTurn,Town12_Rep0_524_0_route0_01_09_19_27_17,R4_R5_shared,63,63,False,1,6,6,38,5,3,0,6,7,43,3.0,3.0
SignalizedJunctionRightTurn,Town12_Rep0_524_1_route0_01_10_13_26_23,R4_R5_shared,64,64,False,31,41,35,28,4,6,0,41,42,63,11.0,3.0
SignalizedJunctionRightTurn,Town12_Rep0_579_0_route0_01_09_12_43_50,R4_R5_shared,59,59,False,18,29,22,17,4,29,2,4,14,35,7.0,3.0
SignalizedJunctionRightTurn,Town12_Rep0_593_0_route0_01_07_22_09_52,R4_R5_shared,56,56,False,4,7,42,14,38,5,0,6,56,48,4.0,3.0
SignalizedJunctionRightTurn,Town12_Rep0_608_0_route0_01_11_06_17_20,R4_R5_shared,59,59,False,16,26,24,25,8,8,0,21,23,46,5.0,3.0
SignalizedJunctionRightTurn,Town12_Rep0_632_0_route0_01_09_02_35_33,R4_R5_shared,57,57,False,2,9,19,20,17,9,0,5,26,31,4.0,3.0
SignalizedJunctionRightTurn,Town12_Rep0_632_1_route0_01_08_22_27_42,R4_R5_shared,59,59,False,21,31,41,18,20,20,1,15,44,54,16.0,3.0
SignalizedJunctionRightTurn,Town12_Rep0_746_0_route0_01_10_20_37_05,R5_only,58,58,False,0,0,22,24,22,0,0,0,37,44,0.0,3.0
SignalizedJunctionRightTurn,Town12_Rep0_772_0_route0_01_10_04_22_21,R4_R5_shared,79,79,False,39,52,62,17,23,46,4,28,79,74,10.0,3.0
SignalizedJunctionRightTurn,Town12_Rep0_772_1_route0_01_09_00_32_46,R4_R5_shared,66,66,False,1,3,46,18,45,1,0,3,64,52,3.0,3.0
SignalizedJunctionRightTurn,Town12_Rep0_86_0_route0_01_11_04_05_37,R4_R5_shared,68,68,False,6,6,25,19,19,0,0,6,24,31,1.0,3.0
SignalizedJunctionRightTurn,Town13_Rep0_1014_0_route0_01_09_05_53_40,R4_only,68,68,False,11,12,11,16,0,7,0,5,4,16,3.0,2.0
SignalizedJunctionRightTurn,Town13_Rep0_1014_1_route0_01_09_14_01_46,R5_only,60,60,False,0,1,23,24,23,0,0,1,38,15,1.0,3.0
SignalizedJunctionRightTurn,Town13_Rep0_1014_2_route0_01_10_01_50_20,R4_only,60,60,False,12,14,12,17,0,9,0,5,3,17,2.0,2.0
SignalizedJunctionRightTurn,Town13_Rep0_1019_0_route0_01_09_09_33_05,R4_R5_shared,66,66,False,39,63,40,17,1,55,20,44,6,52,43.0,3.0
SignalizedJunctionRightTurn,Town13_Rep0_1019_1_route0_01_11_04_38_57,R4_R5_shared,62,62,False,13,29,37,24,24,21,2,19,51,54,6.0,3.0
SignalizedJunctionRightTurn,Town13_Rep0_1019_2_route0_01_11_04_27_02,skipped_abnormal_duration,456,0,True,0,0,0,0,0,0,0,0,0,0,0.0,0.0
SignalizedJunctionRightTurn,Town13_Rep0_101_0_route0_01_10_08_41_36,skipped_abnormal_duration,449,0,True,0,0,0,0,0,0,0,0,0,0,0.0,0.0
SignalizedJunctionRightTurn,Town13_Rep0_101_1_route0_01_10_23_01_26,R4_R5_shared,73,73,False,11,29,14,53,3,13,2,26,12,62,8.0,2.041666666666667
SignalizedJunctionRightTurn,Town13_Rep0_101_2_route0_01_10_17_38_39,R4_R5_shared,73,73,False,26,38,27,27,1,34,1,12,6,34,8.0,2.0
SignalizedJunctionRightTurn,Town13_Rep0_1057_0_route0_01_11_02_41_25,R4_R5_shared,72,72,False,7,16,26,26,19,11,0,14,40,34,8.0,3.0
SignalizedJunctionRightTurn,Town13_Rep0_1057_1_route0_01_09_21_04_19,R4_R5_shared,72,72,False,4,10,26,19,22,7,0,8,40,27,3.0,3.0
SignalizedJunctionRightTurn,Town13_Rep0_1057_2_route0_01_10_22_26_35,R4_R5_shared,72,72,False,23,41,44,22,21,9,0,40,51,58,11.0,3.0
SignalizedJunctionRightTurn,Town13_Rep0_1059_0_route0_01_10_01_55_25,R4_R5_shared,64,64,False,7,13,16,22,9,5,3,13,19,36,7.0,3.0
SignalizedJunctionRightTurn,Town13_Rep0_1059_1_route0_01_09_01_55_11,R4_only,60,60,False,2,8,2,10,0,7,1,5,1,12,4.0,1.375
SignalizedJunctionRightTurn,Town13_Rep0_1059_2_route0_01_10_21_46_25,R4_R5_shared,56,56,False,3,6,34,22,31,1,0,5,53,56,4.0,3.0
SignalizedJunctionRightTurn,Town13_Rep0_1070_0_route0_01_10_11_54_25,R4_R5_shared,66,66,False,11,17,42,22,31,5,1,13,63,54,4.0,3.0
SignalizedJunctionRightTurn,Town13_Rep0_1070_1_route0_01_10_06_42_04,R4_R5_shared,68,68,False,28,52,32,25,4,51,2,29,6,54,10.0,2.0833333333333335
SignalizedJunctionRightTurn,Town13_Rep0_1070_2_route0_01_08_14_02_49,R4_R5_shared,67,67,False,24,47,27,35,3,29,10,43,6,53,16.0,2.6666666666666665
SignalizedJunctionRightTurn,Town13_Rep0_1072_0_route0_01_09_23_16_06,skipped_abnormal_duration,503,0,True,0,0,0,0,0,0,0,0,0,0,0.0,0.0
SignalizedJunctionRightTurn,Town13_Rep0_1072_0_route0_01_11_14_06_43,R4_R5_shared,72,72,False,25,49,61,11,36,41,17,27,72,47,72.0,3.0
SignalizedJunctionRightTurn,Town13_Rep0_1072_2_route0_01_09_17_38_03,R4_R5_shared,62,62,False,13,15,34,26,21,9,4,10,38,59,7.0,3.0
SignalizedJunctionRightTurn,Town13_Rep0_1082_0_route0_01_10_06_04_17,R4_R5_shared,59,59,False,28,51,37,22,9,49,20,32,47,47,60.0,3.0
SignalizedJunctionRightTurn,Town13_Rep0_1082_2_route0_01_11_01_42_20,R4_R5_shared,57,57,False,26,45,37,20,11,38,11,31,47,49,55.0,3.0
SignalizedJunctionRightTurn,Town13_Rep0_1092_0_route0_01_10_19_12_24,R4_only,64,64,False,14,15,14,17,0,10,0,5,3,17,5.0,3.0
SignalizedJunctionRightTurn,Town13_Rep0_1092_1_route0_01_10_09_52_41,R4_R5_shared,63,63,False,44,63,48,15,4,43,7,62,14,63,59.0,3.0
SignalizedJunctionRightTurn,Town13_Rep0_1092_2_route0_01_07_23_28_33,R4_R5_shared,64,64,False,46,63,50,13,4,42,7,60,35,57,47.0,3.0
SignalizedJunctionRightTurn,Town13_Rep0_1121_0_route0_01_09_20_04_43,R4_R5_shared,76,76,False,25,25,31,20,6,17,1,8,11,28,2.0,2.0
SignalizedJunctionRightTurn,Town13_Rep0_1121_1_route0_01_08_13_02_24,R4_R5_shared,75,75,False,15,15,17,18,2,9,0,6,2,20,3.0,2.0
SignalizedJunctionRightTurn,Town13_Rep0_1121_2_route0_01_08_02_35_13,R4_R5_shared,75,75,False,18,18,22,13,4,13,0,5,4,18,3.0,2.0
SignalizedJunctionRightTurn,Town13_Rep0_1149_0_route0_01_10_18_51_27,R4_only,60,60,False,20,20,20,1,0,15,0,5,1,1,3.0,3.0
SignalizedJunctionRightTurn,Town13_Rep0_1149_1_route0_01_09_07_22_33,R4_R5_shared,61,61,False,1,1,46,15,45,0,0,1,59,61,2.0,3.0
SignalizedJunctionRightTurn,Town13_Rep0_1149_2_route0_01_08_01_55_19,R4_only,59,59,False,21,21,21,2,0,14,0,7,1,2,3.0,3.0
SignalizedJunctionRightTurn,Town13_Rep0_1358_0_route0_01_09_15_17_49,R5_only,65,65,False,0,5,2,19,2,2,0,5,3,21,4.0,3.0
SignalizedJunctionRightTurn,Town13_Rep0_1358_1_route0_01_09_10_44_42,R4_only,78,78,False,1,10,1,3,0,3,0,10,1,3,5.0,3.0
SignalizedJunctionRightTurn,Town13_Rep0_1358_2_route0_01_10_06_23_10,R4_R5_shared,65,65,False,8,13,49,16,41,9,1,5,65,52,4.0,3.0
SignalizedJunctionRightTurn,Town13_Rep0_1539_0_route0_01_08_21_59_18,R5_only,61,61,False,0,2,45,13,45,1,0,1,58,4,1.0,3.0
SignalizedJunctionRightTurn,Town13_Rep0_1539_1_route0_01_10_20_33_33,R4_R5_shared,63,63,False,20,27,22,2,2,3,3,25,5,9,3.0,3.0
SignalizedJunctionRightTurn,Town13_Rep0_1539_2_route0_01_10_00_01_50,skipped_abnormal_duration,573,0,True,0,0,0,0,0,0,0,0,0,0,0.0,0.0
SignalizedJunctionRightTurn,Town13_Rep0_1539_2_route0_01_11_14_21_50,R5_only,62,62,False,0,2,48,12,48,1,0,1,60,32,2.0,3.0
SignalizedJunctionRightTurn,Town13_Rep0_1676_0_route0_01_09_20_04_58,R4_R5_shared,81,81,False,13,34,22,44,9,26,1,30,15,65,7.0,3.0
SignalizedJunctionRightTurn,Town13_Rep0_1676_1_route0_01_08_08_41_09,R4_only,75,75,False,14,28,14,5,0,25,0,23,1,8,6.0,3.0
SignalizedJunctionRightTurn,Town13_Rep0_1676_2_route0_01_09_01_24_40,R4_R5_shared,67,67,False,10,15,23,40,13,5,0,12,27,61,7.0,3.0
SignalizedJunctionRightTurn,Town13_Rep0_1680_0_route0_01_08_08_43_50,R4_R5_shared,65,65,False,2,6,9,32,7,3,0,6,15,37,3.0,3.0
SignalizedJunctionRightTurn,Town13_Rep0_1680_1_route0_01_11_14_03_42,skipped_abnormal_duration,479,0,True,0,0,0,0,0,0,0,0,0,0,0.0,0.0
SignalizedJunctionRightTurn,Town13_Rep0_1696_0_route0_01_09_13_14_58,R4_R5_shared,68,68,False,42,52,46,13,4,47,4,39,25,59,57.0,3.0
SignalizedJunctionRightTurn,Town13_Rep0_1696_1_route0_01_10_17_11_52,R4_R5_shared,76,76,False,50,74,55,19,5,59,6,71,36,67,41.0,3.0
SignalizedJunctionRightTurn,Town13_Rep0_1699_0_route0_01_09_08_40_59,R4_only,63,63,False,8,42,8,9,0,40,15,15,1,9,40.0,1.0
SignalizedJunctionRightTurn,Town13_Rep0_1699_1_route0_01_09_06_35_28,R5_only,58,58,False,0,1,33,25,33,0,0,1,57,57,3.0,3.0
SignalizedJunctionRightTurn,Town13_Rep0_2_0_route0_01_08_07_56_55,R4_only,67,67,False,10,16,10,17,0,10,0,8,0,18,3.0,1.25
SignalizedJunctionRightTurn,Town13_Rep0_2_1_route0_01_10_16_47_41,R4_R5_shared,72,72,False,3,19,5,37,2,2,0,18,2,42,5.0,2.25
SignalizedJunctionRightTurn,Town15_Rep0_route_002561_route0_01_11_01_39_24,R4_R5_shared,42,42,False,27,40,34,8,7,40,33,0,42,40,27.0,3.0
SignalizedJunctionRightTurn,Town15_Rep0_route_002562_route0_01_10_06_29_46,R4_only,63,63,False,31,31,31,0,0,20,1,11,1,1,73.0,3.0
SignalizedJunctionRightTurn,Town15_Rep0_route_002563_route0_01_08_13_23_13,R4_R5_shared,41,41,False,9,12,34,7,25,12,5,0,41,35,11.0,3.0
SignalizedJunctionRightTurn,Town15_Rep0_route_002564_route0_01_09_03_13_43,R4_only,43,43,False,23,23,23,5,0,16,1,7,1,6,3.0,2.5
SignalizedJunctionRightTurn,Town15_Rep0_route_002565_route0_01_09_07_49_43,R4_R5_shared,54,54,False,3,4,28,25,25,3,2,1,42,47,5.0,3.0
SignalizedJunctionRightTurn,Town15_Rep0_route_002566_route0_01_09_02_56_12,R4_only,51,51,False,25,25,25,6,0,15,1,10,1,7,10.0,3.0
SignalizedJunctionRightTurn,Town15_Rep0_route_002567_route0_01_10_22_10_54,R4_R5_shared,50,50,False,11,20,39,11,28,20,7,1,50,18,13.0,3.0
SignalizedJunctionRightTurn,Town15_Rep0_route_002568_route0_01_08_05_49_48,R4_R5_shared,43,43,False,9,14,15,24,6,13,0,1,9,38,10.0,2.5
SignalizedJunctionRightTurn,Town15_Rep0_route_002569_route0_01_08_21_33_10,R4_R5_shared,56,56,False,17,28,19,30,2,28,9,3,16,49,6.0,3.0
SignalizedJunctionRightTurn,Town15_Rep0_route_002570_route0_01_09_16_03_54,R4_R5_shared,64,64,False,2,2,42,22,40,1,2,2,60,46,50.0,3.0
SignalizedJunctionRightTurn,Town15_Rep0_route_002571_route0_01_10_11_14_19,R4_R5_shared,44,44,False,28,43,35,9,7,41,32,6,44,41,29.0,3.0
SignalizedJunctionRightTurn,Town15_Rep0_route_002572_route0_01_08_20_55_30,R4_only,60,60,False,29,29,29,3,0,20,1,9,1,4,71.0,3.0
SignalizedJunctionRightTurn,Town15_Rep0_route_002573_route0_01_08_04_47_43,R4_R5_shared,47,47,False,2,2,38,9,36,2,0,0,46,39,1.0,3.0
SignalizedJunctionRightTurn,Town15_Rep0_route_002574_route0_01_09_09_56_12,R4_R5_shared,43,43,False,3,4,35,8,32,4,2,0,43,35,5.0,3.0
SignalizedJunctionRightTurn,Town15_Rep0_route_002575_route0_01_09_16_36_52,skipped_abnormal_duration,572,0,True,0,0,0,0,0,0,0,0,0,0,0.0,0.0
SignalizedJunctionRightTurn,Town15_Rep0_route_002575_route0_01_11_12_18_24,skipped_abnormal_duration,625,0,True,0,0,0,0,0,0,0,0,0,0,0.0,0.0
SignalizedJunctionRightTurn,Town15_Rep0_route_002576_route0_01_11_00_47_21,R4_R5_shared,43,43,False,15,19,34,9,19,19,16,0,43,30,10.0,3.0
SignalizedJunctionRightTurn,Town15_Rep0_route_002577_route0_01_08_03_34_39,R4_R5_shared,46,46,False,2,5,27,17,25,5,1,0,37,36,7.0,3.0
SignalizedJunctionRightTurn,Town15_Rep0_route_002578_route0_01_10_14_35_38,R4_R5_shared,40,40,False,1,1,35,5,34,1,0,0,40,35,2.0,3.0
SignalizedJunctionRightTurn,Town15_Rep0_route_002579_route0_01_09_07_18_46,R4_R5_shared,71,71,False,15,27,49,22,34,27,7,1,71,53,12.0,3.0
SignalizedJunctionRightTurn,Town15_Rep0_route_002580_route0_01_10_14_10_08,skipped_abnormal_duration,551,0,True,0,0,0,0,0,0,0,0,0,0,0.0,0.0
SignalizedJunctionRightTurn,Town15_Rep0_route_002584_route0_01_09_16_56_14,R4_R5_shared,53,53,False,20,37,43,10,23,31,16,8,53,51,21.0,3.0
SignalizedJunctionRightTurn,Town15_Rep0_route_002585_route0_01_10_12_45_34,R4_R5_shared,63,63,False,35,59,42,21,7,58,29,3,39,60,73.0,3.0
SignalizedJunctionRightTurn,Town15_Rep0_route_002586_route0_01_11_01_11_03,R4_R5_shared,42,42,False,1,1,32,10,31,1,0,0,40,34,1.0,3.0
SignalizedJunctionRightTurn,Town15_Rep0_route_002587_route0_01_09_11_57_23,skipped_abnormal_duration,585,0,True,0,0,0,0,0,0,0,0,0,0,0.0,0.0
SignalizedJunctionRightTurn,Town15_Rep0_route_002587_route0_01_11_10_09_30,skipped_abnormal_duration,506,0,True,0,0,0,0,0,0,0,0,0,0,0.0,0.0
SignalizedJunctionRightTurn,Town15_Rep0_route_002588_route0_01_09_07_10_17,R4_only,53,53,False,25,25,25,1,0,19,1,6,1,2,6.0,2.5
SignalizedJunctionRightTurn,Town15_Rep0_route_002589_route0_01_08_10_43_16,R4_only,48,48,False,20,20,20,2,0,12,1,8,1,3,10.0,3.0
SignalizedJunctionRightTurn,Town15_Rep0_route_002590_route0_01_10_20_57_44,R4_R5_shared,44,44,False,10,17,34,10,24,17,2,1,44,23,7.0,3.0
SignalizedJunctionRightTurn,Town15_Rep0_route_002591_route0_01_11_00_49_44,R4_only,40,40,False,15,15,15,0,0,8,0,7,1,1,4.0,2.5
SignalizedJunctionRightTurn,Town15_Rep0_route_002592_route0_01_08_08_41_59,R4_R5_shared,56,56,False,24,41,38,18,14,41,25,2,56,42,20.0,3.0
SignalizedJunctionRightTurn,Town15_Rep0_route_002593_route0_01_09_17_37_50,R4_R5_shared,63,63,False,3,11,17,40,14,10,4,2,29,44,50.0,3.0
SignalizedJunctionRightTurn,Town15_Rep0_route_002602_route0_01_09_22_26_06,R4_R5_shared,42,42,False,1,2,33,9,32,2,1,0,41,37,21.0,3.0
SignalizedJunctionRightTurn,Town15_Rep0_route_002603_route0_01_08_20_51_01,R4_R5_shared,60,60,False,31,43,40,20,9,43,33,0,60,27,73.0,3.0
SignalizedJunctionRightTurn,Town15_Rep0_route_002604_route0_01_09_08_06_15,R4_only,52,52,False,25,25,25,4,0,15,0,10,1,5,5.0,3.0
SignalizedJunctionRightTurn,Town15_Rep0_route_002605_route0_01_11_00_24_01,skipped_abnormal_duration,517,0,True,0,0,0,0,0,0,0,0,0,0,0.0,0.0
SignalizedJunctionRightTurn,Town15_Rep0_route_002606_route0_01_09_07_43_17,R4_R5_shared,65,65,False,36,54,41,23,5,54,37,12,48,59,18.0,3.0
SignalizedJunctionRightTurn,Town15_Rep0_route_002607_route0_01_08_11_00_25,R4_R5_shared,47,47,False,23,27,28,15,5,27,2,0,14,41,10.0,3.0
SignalizedJunctionRightTurn,Town15_Rep0_route_002608_route0_01_10_00_24_31,R4_R5_shared,46,46,False,27,40,28,17,1,40,28,0,23,43,19.0,3.0
SignalizedJunctionRightTurn,Town15_Rep0_route_002609_route0_01_08_22_08_36,R4_only,39,39,False,19,19,19,0,0,13,0,6,1,1,3.0,2.5
SignalizedJunctionRightTurn,Town15_Rep0_route_002610_route0_01_10_02_12_03,skipped_abnormal_duration,508,0,True,0,0,0,0,0,0,0,0,0,0,0.0,0.0
SignalizedJunctionRightTurn,Town15_Rep0_route_002610_route0_01_11_14_37_01,R4_R5_shared,63,63,False,17,27,32,25,15,26,8,1,25,51,6.0,3.0
SignalizedJunctionRightTurn,Town15_Rep0_route_002611_route0_01_08_16_20_20,skipped_abnormal_duration,535,0,True,0,0,0,0,0,0,0,0,0,0,0.0,0.0
SignalizedJunctionRightTurn,Town15_Rep0_route_002615_route0_01_11_02_45_27,R4_R5_shared,46,46,False,29,45,37,9,8,45,29,4,46,43,34.0,3.0
SignalizedJunctionRightTurn,Town15_Rep0_route_002616_route0_01_11_03_07_53,R4_R5_shared,56,56,False,1,1,30,21,29,1,1,0,46,24,71.0,3.0
SignalizedJunctionRightTurn,Town15_Rep0_route_002617_route0_01_10_12_23_10,R4_R5_shared,52,52,False,2,2,41,10,39,2,0,0,51,36,1.0,3.0
SignalizedJunctionRightTurn,Town15_Rep0_route_002618_route0_01_09_04_13_12,R4_only,45,45,False,21,21,21,0,0,15,1,6,1,1,2.0,2.5
SignalizedJunctionRightTurn,Town15_Rep0_route_002619_route0_01_10_15_19_15,R4_R5_shared,60,60,False,33,51,39,21,6,51,46,0,60,52,38.0,3.0
SignalizedJunctionRightTurn,Town15_Rep0_route_002620_route0_01_11_04_00_59,R4_R5_shared,43,43,False,16,20,34,9,18,19,12,1,43,27,10.0,3.0
SignalizedJunctionRightTurn,Town15_Rep0_route_002621_route0_01_08_20_22_29,R5_only,46,46,False,0,0,3,23,3,0,0,0,4,25,0.0,3.0
SignalizedJunctionRightTurn,Town15_Rep0_route_002622_route0_01_08_11_23_52,R4_only,39,39,False,18,18,18,0,0,11,1,7,1,1,3.0,2.5
SignalizedJunctionRightTurn,Town15_Rep0_route_002624_route0_01_10_08_13_05,skipped_abnormal_duration,597,0,True,0,0,0,0,0,0,0,0,0,0,0.0,0.0
SignalizedJunctionRightTurn,Town15_Rep0_route_002624_route0_01_11_16_01_27,skipped_abnormal_duration,568,0,True,0,0,0,0,0,0,0,0,0,0,0.0,0.0
SignalizedJunctionRightTurn,Town15_Rep0_route_002641_route0_01_10_15_56_33,R4_only,41,41,False,20,20,20,0,0,14,1,6,1,1,23.0,3.0
SignalizedJunctionRightTurn,Town15_Rep0_route_002642_route0_01_08_23_35_44,skipped_abnormal_duration,620,0,True,0,0,0,0,0,0,0,0,0,0,0.0,0.0
SignalizedJunctionRightTurn,Town15_Rep0_route_002642_route0_01_11_07_38_30,skipped_abnormal_duration,575,0,True,0,0,0,0,0,0,0,0,0,0,0.0,0.0
SignalizedJunctionRightTurn,Town15_Rep0_route_002643_route0_01_09_03_39_14,R4_only,52,52,False,25,25,25,0,0,13,0,12,1,1,5.0,3.0
SignalizedJunctionRightTurn,Town15_Rep0_route_002645_route0_01_09_20_37_29,R4_R5_shared,58,58,False,22,42,37,21,15,42,19,1,58,31,8.0,3.0
SignalizedJunctionRightTurn,Town15_Rep0_route_002646_route0_01_10_09_28_35,R4_R5_shared,45,45,False,2,2,36,9,34,1,1,1,43,35,10.0,3.0
SignalizedJunctionRightTurn,Town15_Rep0_route_002647_route0_01_10_06_20_51,R4_R5_shared,53,53,False,31,48,34,18,3,46,40,4,31,43,27.0,3.0
