scenario,route_id,frame_count,annotation_status,annotation_num_frames,has_r2,r2_frames,r2_ratio,review_required_frames,review_required_ratio,abnormal_duration,status,first_sheet,sheet_dir,primary_rs_distribution,primary_event_distribution
AccidentTwoWays,Town15_Rep0_route_001377_route0_01_11_02_02_57,498,,,,,,,,True,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town15_Rep0_route_001377_route0_01_11_02_02_57/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town15_Rep0_route_001377_route0_01_11_02_02_57,,
AccidentTwoWays,Town15_Rep0_route_001392_route0_01_09_06_20_15,309,,,,,,,,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town15_Rep0_route_001392_route0_01_09_06_20_15/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town15_Rep0_route_001392_route0_01_09_06_20_15,,
AccidentTwoWays,Town15_Rep0_route_001392_route0_01_11_09_02_03,307,,,,,,,,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town15_Rep0_route_001392_route0_01_11_09_02_03/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town15_Rep0_route_001392_route0_01_11_09_02_03,,
AccidentTwoWays,Town15_Rep0_route_001467_route0_01_07_21_51_05,501,,,,,,,,True,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town15_Rep0_route_001467_route0_01_07_21_51_05/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town15_Rep0_route_001467_route0_01_07_21_51_05,,
AccidentTwoWays,Town15_Rep0_route_001467_route0_01_11_04_14_47,496,,,,,,,,True,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town15_Rep0_route_001467_route0_01_11_04_14_47/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town15_Rep0_route_001467_route0_01_11_04_14_47,,
AccidentTwoWays,Town15_Rep0_route_001479_route0_01_10_02_17_35,532,,,,,,,,True,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town15_Rep0_route_001479_route0_01_10_02_17_35/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town15_Rep0_route_001479_route0_01_10_02_17_35,,
AccidentTwoWays,Town15_Rep0_route_001479_route0_01_11_14_37_28,530,,,,,,,,True,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town15_Rep0_route_001479_route0_01_11_14_37_28/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town15_Rep0_route_001479_route0_01_11_14_37_28,,
AccidentTwoWays,Town15_Rep0_route_001482_route0_01_10_18_38_55,283,,,,,,,,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town15_Rep0_route_001482_route0_01_10_18_38_55/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town15_Rep0_route_001482_route0_01_10_18_38_55,,
AccidentTwoWays,Town15_Rep0_route_001483_route0_01_08_13_54_09,388,,,,,,,,True,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town15_Rep0_route_001483_route0_01_08_13_54_09/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town15_Rep0_route_001483_route0_01_08_13_54_09,,
AccidentTwoWays,Town15_Rep0_route_001483_route0_01_11_05_47_15,382,,,,,,,,True,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town15_Rep0_route_001483_route0_01_11_05_47_15/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town15_Rep0_route_001483_route0_01_11_05_47_15,,
AccidentTwoWays,Town15_Rep0_route_001488_route0_01_10_16_38_48,605,,,,,,,,True,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town15_Rep0_route_001488_route0_01_10_16_38_48/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town15_Rep0_route_001488_route0_01_10_16_38_48,,
AccidentTwoWays,Town15_Rep0_route_001493_route0_01_10_15_13_05,480,,,,,,,,True,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town15_Rep0_route_001493_route0_01_10_15_13_05/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town15_Rep0_route_001493_route0_01_10_15_13_05,,
AccidentTwoWays,Town15_Rep0_route_001508_route0_01_08_15_07_09,294,,,,,,,,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town15_Rep0_route_001508_route0_01_08_15_07_09/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town15_Rep0_route_001508_route0_01_08_15_07_09,,
AccidentTwoWays,Town15_Rep0_route_001508_route0_01_11_06_12_30,286,,,,,,,,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town15_Rep0_route_001508_route0_01_11_06_12_30/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town15_Rep0_route_001508_route0_01_11_06_12_30,,
AccidentTwoWays,Town15_Rep0_route_001562_route0_01_10_08_38_36,539,,,,,,,,True,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town15_Rep0_route_001562_route0_01_10_08_38_36/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town15_Rep0_route_001562_route0_01_10_08_38_36,,
AccidentTwoWays,Town15_Rep0_route_001569_route0_01_08_22_54_10,573,,,,,,,,True,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town15_Rep0_route_001569_route0_01_08_22_54_10/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town15_Rep0_route_001569_route0_01_08_22_54_10,,
AccidentTwoWays,Town15_Rep0_route_001571_route0_01_11_00_07_59,523,,,,,,,,True,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town15_Rep0_route_001571_route0_01_11_00_07_59/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town15_Rep0_route_001571_route0_01_11_00_07_59,,
AccidentTwoWays,Town15_Rep0_route_001574_route0_01_08_04_11_34,575,,,,,,,,True,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town15_Rep0_route_001574_route0_01_08_04_11_34/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town15_Rep0_route_001574_route0_01_08_04_11_34,,
AccidentTwoWays,Town15_Rep0_route_001574_route0_01_11_04_26_06,587,,,,,,,,True,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town15_Rep0_route_001574_route0_01_11_04_26_06/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town15_Rep0_route_001574_route0_01_11_04_26_06,,
AccidentTwoWays,Town15_Rep0_route_001589_route0_01_08_17_18_39,497,,,,,,,,True,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town15_Rep0_route_001589_route0_01_08_17_18_39/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town15_Rep0_route_001589_route0_01_08_17_18_39,,
AccidentTwoWays,Town15_Rep0_route_001589_route0_01_11_06_39_34,499,,,,,,,,True,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town15_Rep0_route_001589_route0_01_11_06_39_34/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town15_Rep0_route_001589_route0_01_11_06_39_34,,
AccidentTwoWays,Town15_Rep0_route_001604_route0_01_08_09_18_45,297,,,,,,,,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town15_Rep0_route_001604_route0_01_08_09_18_45/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town15_Rep0_route_001604_route0_01_08_09_18_45,,
AccidentTwoWays,Town15_Rep0_route_001604_route0_01_11_05_17_27,298,,,,,,,,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town15_Rep0_route_001604_route0_01_11_05_17_27/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town15_Rep0_route_001604_route0_01_11_05_17_27,,
AccidentTwoWays,Town15_Rep0_route_001605_route0_01_10_04_18_53,389,,,,,,,,True,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town15_Rep0_route_001605_route0_01_10_04_18_53/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town15_Rep0_route_001605_route0_01_10_04_18_53,,
AccidentTwoWays,Town15_Rep0_route_001605_route0_01_11_15_16_36,373,,,,,,,,True,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town15_Rep0_route_001605_route0_01_11_15_16_36/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town15_Rep0_route_001605_route0_01_11_15_16_36,,
ConstructionObstacleTwoWays,Town01_Rep0_route_001277_route0_01_09_06_34_09,551,,,,,,,,True,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/ConstructionObstacleTwoWays/Town01_Rep0_route_001277_route0_01_09_06_34_09/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/ConstructionObstacleTwoWays/Town01_Rep0_route_001277_route0_01_09_06_34_09,,
ConstructionObstacleTwoWays,Town01_Rep0_route_001282_route0_01_10_03_54_16,640,,,,,,,,True,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/ConstructionObstacleTwoWays/Town01_Rep0_route_001282_route0_01_10_03_54_16/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/ConstructionObstacleTwoWays/Town01_Rep0_route_001282_route0_01_10_03_54_16,,
ConstructionObstacleTwoWays,Town01_Rep0_route_001282_route0_01_11_14_56_28,711,,,,,,,,True,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/ConstructionObstacleTwoWays/Town01_Rep0_route_001282_route0_01_11_14_56_28/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/ConstructionObstacleTwoWays/Town01_Rep0_route_001282_route0_01_11_14_56_28,,
ConstructionObstacleTwoWays,Town07_Rep0_route_001172_route0_01_11_01_27_59,919,,,,,,,,True,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/ConstructionObstacleTwoWays/Town07_Rep0_route_001172_route0_01_11_01_27_59/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/ConstructionObstacleTwoWays/Town07_Rep0_route_001172_route0_01_11_01_27_59,,
ConstructionObstacleTwoWays,Town07_Rep0_route_001175_route0_01_08_15_17_43,450,,,,,,,,True,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/ConstructionObstacleTwoWays/Town07_Rep0_route_001175_route0_01_08_15_17_43/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/ConstructionObstacleTwoWays/Town07_Rep0_route_001175_route0_01_08_15_17_43,,
ConstructionObstacleTwoWays,Town07_Rep0_route_001176_route0_01_10_10_16_07,414,,,,,,,,True,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/ConstructionObstacleTwoWays/Town07_Rep0_route_001176_route0_01_10_10_16_07/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/ConstructionObstacleTwoWays/Town07_Rep0_route_001176_route0_01_10_10_16_07,,
ConstructionObstacleTwoWays,Town07_Rep0_route_001180_route0_01_10_23_41_14,796,,,,,,,,True,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/ConstructionObstacleTwoWays/Town07_Rep0_route_001180_route0_01_10_23_41_14/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/ConstructionObstacleTwoWays/Town07_Rep0_route_001180_route0_01_10_23_41_14,,
ConstructionObstacleTwoWays,Town07_Rep0_route_001183_route0_01_09_00_02_37,868,,,,,,,,True,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/ConstructionObstacleTwoWays/Town07_Rep0_route_001183_route0_01_09_00_02_37/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/ConstructionObstacleTwoWays/Town07_Rep0_route_001183_route0_01_09_00_02_37,,
ConstructionObstacleTwoWays,Town07_Rep0_route_001184_route0_01_11_03_35_35,415,,,,,,,,True,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/ConstructionObstacleTwoWays/Town07_Rep0_route_001184_route0_01_11_03_35_35/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/ConstructionObstacleTwoWays/Town07_Rep0_route_001184_route0_01_11_03_35_35,,
ConstructionObstacleTwoWays,Town07_Rep0_route_001190_route0_01_09_11_21_41,417,,,,,,,,True,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/ConstructionObstacleTwoWays/Town07_Rep0_route_001190_route0_01_09_11_21_41/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/ConstructionObstacleTwoWays/Town07_Rep0_route_001190_route0_01_09_11_21_41,,
ConstructionObstacleTwoWays,Town12_Rep0_1991_0_route0_01_10_17_11_00,670,,,,,,,,True,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/ConstructionObstacleTwoWays/Town12_Rep0_1991_0_route0_01_10_17_11_00/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/ConstructionObstacleTwoWays/Town12_Rep0_1991_0_route0_01_10_17_11_00,,
ConstructionObstacleTwoWays,Town12_Rep0_route_002663_route0_01_10_00_24_18,365,,,,,,,,True,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/ConstructionObstacleTwoWays/Town12_Rep0_route_002663_route0_01_10_00_24_18/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/ConstructionObstacleTwoWays/Town12_Rep0_route_002663_route0_01_10_00_24_18,,
ConstructionObstacleTwoWays,Town12_Rep0_route_002668_route0_01_10_03_17_12,320,,,,,,,,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/ConstructionObstacleTwoWays/Town12_Rep0_route_002668_route0_01_10_03_17_12/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/ConstructionObstacleTwoWays/Town12_Rep0_route_002668_route0_01_10_03_17_12,,
ConstructionObstacleTwoWays,Town12_Rep0_route_002668_route0_01_11_14_47_03,354,,,,,,,,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/ConstructionObstacleTwoWays/Town12_Rep0_route_002668_route0_01_11_14_47_03/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/ConstructionObstacleTwoWays/Town12_Rep0_route_002668_route0_01_11_14_47_03,,
ConstructionObstacleTwoWays,Town12_Rep0_route_002671_route0_01_10_13_02_21,419,,,,,,,,True,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/ConstructionObstacleTwoWays/Town12_Rep0_route_002671_route0_01_10_13_02_21/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/ConstructionObstacleTwoWays/Town12_Rep0_route_002671_route0_01_10_13_02_21,,
ConstructionObstacleTwoWays,Town12_Rep0_route_002672_route0_01_10_15_30_41,435,,,,,,,,True,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/ConstructionObstacleTwoWays/Town12_Rep0_route_002672_route0_01_10_15_30_41/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/ConstructionObstacleTwoWays/Town12_Rep0_route_002672_route0_01_10_15_30_41,,
ConstructionObstacleTwoWays,Town12_Rep0_route_002673_route0_01_10_07_22_38,437,,,,,,,,True,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/ConstructionObstacleTwoWays/Town12_Rep0_route_002673_route0_01_10_07_22_38/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/ConstructionObstacleTwoWays/Town12_Rep0_route_002673_route0_01_10_07_22_38,,
ConstructionObstacleTwoWays,Town12_Rep0_route_002673_route0_01_11_15_53_39,454,,,,,,,,True,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/ConstructionObstacleTwoWays/Town12_Rep0_route_002673_route0_01_11_15_53_39/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/ConstructionObstacleTwoWays/Town12_Rep0_route_002673_route0_01_11_15_53_39,,
ConstructionObstacleTwoWays,Town12_Rep0_route_002675_route0_01_10_01_43_59,366,,,,,,,,True,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/ConstructionObstacleTwoWays/Town12_Rep0_route_002675_route0_01_10_01_43_59/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/ConstructionObstacleTwoWays/Town12_Rep0_route_002675_route0_01_10_01_43_59,,
ConstructionObstacleTwoWays,Town12_Rep0_route_002675_route0_01_11_14_33_23,364,,,,,,,,True,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/ConstructionObstacleTwoWays/Town12_Rep0_route_002675_route0_01_11_14_33_23/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/ConstructionObstacleTwoWays/Town12_Rep0_route_002675_route0_01_11_14_33_23,,
ConstructionObstacleTwoWays,Town12_Rep0_route_002679_route0_01_10_22_31_28,419,,,,,,,,True,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/ConstructionObstacleTwoWays/Town12_Rep0_route_002679_route0_01_10_22_31_28/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/ConstructionObstacleTwoWays/Town12_Rep0_route_002679_route0_01_10_22_31_28,,
ConstructionObstacleTwoWays,Town12_Rep0_route_002680_route0_01_09_17_15_48,323,,,,,,,,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/ConstructionObstacleTwoWays/Town12_Rep0_route_002680_route0_01_09_17_15_48/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/ConstructionObstacleTwoWays/Town12_Rep0_route_002680_route0_01_09_17_15_48,,
ConstructionObstacleTwoWays,Town12_Rep0_route_002680_route0_01_11_12_37_30,321,,,,,,,,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/ConstructionObstacleTwoWays/Town12_Rep0_route_002680_route0_01_11_12_37_30/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/ConstructionObstacleTwoWays/Town12_Rep0_route_002680_route0_01_11_12_37_30,,
ConstructionObstacleTwoWays,Town12_Rep0_route_002684_route0_01_09_14_41_00,339,,,,,,,,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/ConstructionObstacleTwoWays/Town12_Rep0_route_002684_route0_01_09_14_41_00/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/ConstructionObstacleTwoWays/Town12_Rep0_route_002684_route0_01_09_14_41_00,,
ConstructionObstacleTwoWays,Town12_Rep0_route_002684_route0_01_11_11_18_56,340,,,,,,,,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/ConstructionObstacleTwoWays/Town12_Rep0_route_002684_route0_01_11_11_18_56/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/ConstructionObstacleTwoWays/Town12_Rep0_route_002684_route0_01_11_11_18_56,,
ConstructionObstacleTwoWays,Town12_Rep0_route_002699_route0_01_10_15_22_11,416,,,,,,,,True,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/ConstructionObstacleTwoWays/Town12_Rep0_route_002699_route0_01_10_15_22_11/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/ConstructionObstacleTwoWays/Town12_Rep0_route_002699_route0_01_10_15_22_11,,
ConstructionObstacleTwoWays,Town12_Rep0_route_002700_route0_01_09_05_29_06,403,,,,,,,,True,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/ConstructionObstacleTwoWays/Town12_Rep0_route_002700_route0_01_09_05_29_06/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/ConstructionObstacleTwoWays/Town12_Rep0_route_002700_route0_01_09_05_29_06,,
ConstructionObstacleTwoWays,Town12_Rep0_route_002704_route0_01_10_15_06_56,411,,,,,,,,True,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/ConstructionObstacleTwoWays/Town12_Rep0_route_002704_route0_01_10_15_06_56/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/ConstructionObstacleTwoWays/Town12_Rep0_route_002704_route0_01_10_15_06_56,,
ConstructionObstacleTwoWays,Town12_Rep0_route_002705_route0_01_09_17_53_42,343,,,,,,,,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/ConstructionObstacleTwoWays/Town12_Rep0_route_002705_route0_01_09_17_53_42/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/ConstructionObstacleTwoWays/Town12_Rep0_route_002705_route0_01_09_17_53_42,,
ConstructionObstacleTwoWays,Town12_Rep0_route_002705_route0_01_11_13_05_55,347,,,,,,,,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/ConstructionObstacleTwoWays/Town12_Rep0_route_002705_route0_01_11_13_05_55/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/ConstructionObstacleTwoWays/Town12_Rep0_route_002705_route0_01_11_13_05_55,,
ConstructionObstacleTwoWays,Town12_Rep0_route_002709_route0_01_08_05_53_27,366,,,,,,,,True,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/ConstructionObstacleTwoWays/Town12_Rep0_route_002709_route0_01_08_05_53_27/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/ConstructionObstacleTwoWays/Town12_Rep0_route_002709_route0_01_08_05_53_27,,
ConstructionObstacleTwoWays,Town12_Rep0_route_002710_route0_01_10_21_20_15,315,,,,,,,,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/ConstructionObstacleTwoWays/Town12_Rep0_route_002710_route0_01_10_21_20_15/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/ConstructionObstacleTwoWays/Town12_Rep0_route_002710_route0_01_10_21_20_15,,
ConstructionObstacleTwoWays,Town12_Rep0_route_002825_route0_01_09_08_18_52,423,,,,,,,,True,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/ConstructionObstacleTwoWays/Town12_Rep0_route_002825_route0_01_09_08_18_52/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/ConstructionObstacleTwoWays/Town12_Rep0_route_002825_route0_01_09_08_18_52,,
ConstructionObstacleTwoWays,Town12_Rep0_route_002825_route0_01_11_09_20_59,419,,,,,,,,True,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/ConstructionObstacleTwoWays/Town12_Rep0_route_002825_route0_01_11_09_20_59/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/ConstructionObstacleTwoWays/Town12_Rep0_route_002825_route0_01_11_09_20_59,,
ConstructionObstacleTwoWays,Town12_Rep0_route_002835_route0_01_08_15_04_47,325,,,,,,,,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/ConstructionObstacleTwoWays/Town12_Rep0_route_002835_route0_01_08_15_04_47/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/ConstructionObstacleTwoWays/Town12_Rep0_route_002835_route0_01_08_15_04_47,,
