scenario,route_id,frame_id,primary_road_structure,primary_event,events,regular_event,overlay_event,source_unusual_event,base_road_structure,intersection_road_structure,age_frames,age_seconds,max_frames,recovery_age_frames,recovery_max_frames,phase,reason
ParkingCutIn,Town12_Rep0_3295_0_route0_01_08_15_03_05,34,R4,U-E3,R-E4|U-E3,R-E4,U-E3,U-E3,R1,R4,4,1.0,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCutIn,Town12_Rep0_3295_0_route0_01_08_15_03_05,35,R4,U-E3,R-E4|U-E3,R-E4,U-E3,U-E3,R1,R4,5,1.25,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCutIn,Town12_Rep0_3295_0_route0_01_08_15_03_05,36,R4,U-E3,R-E4|U-E3,R-E4,U-E3,U-E3,R1,R4,6,1.5,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCutIn,Town12_Rep0_3295_0_route0_01_08_15_03_05,37,R4,U-E3,R-E4|U-E3,R-E4,U-E3,U-E3,R1,R4,7,1.75,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCutIn,Town12_Rep0_3295_0_route0_01_08_15_03_05,38,R4,U-E3,R-E4|U-E3,R-E4,U-E3,U-E3,R1,R4,8,2.0,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCutIn,Town12_Rep0_3295_0_route0_01_08_15_03_05,39,R4,U-E3,R-E4|U-E3,R-E4,U-E3,U-E3,R1,R4,9,2.25,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCutIn,Town12_Rep0_3295_0_route0_01_08_15_03_05,40,R4,U-E3,R-E4|U-E3,R-E4,U-E3,U-E3,R1,R4,10,2.5,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCutIn,Town12_Rep0_3295_0_route0_01_08_15_03_05,41,R4,U-E3,R-E4|U-E3,R-E4,U-E3,U-E3,R1,R4,11,2.75,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCutIn,Town12_Rep0_3295_0_route0_01_08_15_03_05,42,R4,U-E3,R-E4|U-E3,R-E4,U-E3,U-E3,R1,R4,12,3.0,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCutIn,Town12_Rep0_3295_0_route0_01_08_15_03_05,43,R4,U-E3,R-E4|U-E3,R-E4,U-E3,U-E3,R1,R4,13,3.25,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCutIn,Town12_Rep0_3295_0_route0_01_08_15_03_05,44,R4,U-E3,R-E4|U-E3,R-E4,U-E3,U-E3,R1,R4,14,3.5,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCutIn,Town12_Rep0_3295_0_route0_01_08_15_03_05,45,R4,U-E3,R-E4|U-E3,R-E4,U-E3,U-E3,R1,R4,15,3.75,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCutIn,Town12_Rep0_3295_0_route0_01_08_15_03_05,46,R4,U-E3,R-E4|U-E3,R-E4,U-E3,U-E3,R1,R4,16,4.0,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCutIn,Town12_Rep0_3295_0_route0_01_08_15_03_05,47,R4,U-E3,R-E4|U-E3,R-E4,U-E3,U-E3,R1,R4,17,4.25,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCutIn,Town12_Rep0_3295_0_route0_01_08_15_03_05,48,R4,U-E3,R-E4|U-E3,R-E4,U-E3,U-E3,R1,R4,18,4.5,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCutIn,Town12_Rep0_3295_0_route0_01_08_15_03_05,49,R4,U-E3,R-E4|U-E3,R-E4,U-E3,U-E3,R1,R4,19,4.75,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCutIn,Town12_Rep0_3295_0_route0_01_08_15_03_05,50,R4,U-E3,R-E4|U-E3,R-E4,U-E3,U-E3,R1,R4,20,5.0,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCutIn,Town12_Rep0_3295_0_route0_01_08_15_03_05,51,R4,U-E3,R-E4|U-E3,R-E4,U-E3,U-E3,R1,R4,21,5.25,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCutIn,Town12_Rep0_3295_0_route0_01_08_15_03_05,52,R4,U-E3,R-E4|U-E3,R-E4,U-E3,U-E3,R1,R4,22,5.5,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCutIn,Town12_Rep0_3295_0_route0_01_08_15_03_05,53,R4,U-E3,R-E4|U-E3,R-E4,U-E3,U-E3,R1,R4,23,5.75,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCutIn,Town12_Rep0_3295_0_route0_01_08_15_03_05,54,R4,U-E3,R-E4|U-E3,R-E4,U-E3,U-E3,R1,R4,24,6.0,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCutIn,Town12_Rep0_3295_1_route0_01_09_19_45_55,32,R4,U-E3,R-E4|U-E3,R-E4,U-E3,U-E3,R1,R4,1,0.25,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCutIn,Town12_Rep0_3295_1_route0_01_09_19_45_55,33,R4,U-E3,R-E4|U-E3,R-E4,U-E3,U-E3,R1,R4,2,0.5,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCutIn,Town12_Rep0_3295_1_route0_01_09_19_45_55,34,R4,U-E3,R-E4|U-E3,R-E4,U-E3,U-E3,R1,R4,3,0.75,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCutIn,Town12_Rep0_3295_1_route0_01_09_19_45_55,35,R4,U-E3,R-E4|U-E3,R-E4,U-E3,U-E3,R1,R4,4,1.0,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCutIn,Town12_Rep0_3295_1_route0_01_09_19_45_55,36,R4,U-E3,R-E4|U-E3,R-E4,U-E3,U-E3,R1,R4,5,1.25,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCutIn,Town12_Rep0_3295_1_route0_01_09_19_45_55,37,R4,U-E3,R-E4|U-E3,R-E4,U-E3,U-E3,R1,R4,6,1.5,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCutIn,Town12_Rep0_3295_1_route0_01_09_19_45_55,38,R4,U-E3,R-E4|U-E3,R-E4,U-E3,U-E3,R1,R4,7,1.75,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCutIn,Town12_Rep0_3295_1_route0_01_09_19_45_55,39,R4,U-E3,R-E4|U-E3,R-E4,U-E3,U-E3,R1,R4,8,2.0,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCutIn,Town12_Rep0_3295_1_route0_01_09_19_45_55,40,R4,U-E3,R-E4|U-E3,R-E4,U-E3,U-E3,R1,R4,9,2.25,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCutIn,Town12_Rep0_3295_1_route0_01_09_19_45_55,41,R4,U-E3,R-E4|U-E3,R-E4,U-E3,U-E3,R1,R4,10,2.5,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCutIn,Town12_Rep0_3295_1_route0_01_09_19_45_55,42,R4,U-E3,R-E4|U-E3,R-E4,U-E3,U-E3,R1,R4,11,2.75,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCutIn,Town12_Rep0_3295_1_route0_01_09_19_45_55,43,R4,U-E3,R-E4|U-E3,R-E4,U-E3,U-E3,R1,R4,12,3.0,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCutIn,Town12_Rep0_3295_1_route0_01_09_19_45_55,44,R4,U-E3,R-E4|U-E3,R-E4,U-E3,U-E3,R1,R4,13,3.25,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCutIn,Town12_Rep0_3295_1_route0_01_09_19_45_55,45,R4,U-E3,R-E4|U-E3,R-E4,U-E3,U-E3,R1,R4,14,3.5,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCutIn,Town12_Rep0_3295_1_route0_01_09_19_45_55,46,R4,U-E3,R-E4|U-E3,R-E4,U-E3,U-E3,R1,R4,15,3.75,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCutIn,Town12_Rep0_3295_1_route0_01_09_19_45_55,47,R4,U-E3,R-E4|U-E3,R-E4,U-E3,U-E3,R1,R4,16,4.0,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCutIn,Town12_Rep0_3295_1_route0_01_09_19_45_55,48,R4,U-E3,R-E4|U-E3,R-E4,U-E3,U-E3,R1,R4,17,4.25,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCutIn,Town12_Rep0_3295_1_route0_01_09_19_45_55,49,R4,U-E3,R-E4|U-E3,R-E4,U-E3,U-E3,R1,R4,18,4.5,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCutIn,Town12_Rep0_3295_1_route0_01_09_19_45_55,50,R4,U-E3,R-E4|U-E3,R-E4,U-E3,U-E3,R1,R4,19,4.75,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCutIn,Town12_Rep0_3295_1_route0_01_09_19_45_55,51,R4,U-E3,R-E4|U-E3,R-E4,U-E3,U-E3,R1,R4,20,5.0,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCutIn,Town12_Rep0_3295_1_route0_01_09_19_45_55,52,R4,U-E3,R-E4|U-E3,R-E4,U-E3,U-E3,R1,R4,21,5.25,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCutIn,Town12_Rep0_3295_1_route0_01_09_19_45_55,53,R4,U-E3,R-E4|U-E3,R-E4,U-E3,U-E3,R1,R4,22,5.5,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCutIn,Town12_Rep0_3295_1_route0_01_09_19_45_55,54,R4,U-E3,R-E4|U-E3,R-E4,U-E3,U-E3,R1,R4,23,5.75,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCutIn,Town12_Rep0_3295_1_route0_01_09_19_45_55,55,R4,U-E3,R-E4|U-E3,R-E4,U-E3,U-E3,R1,R4,24,6.0,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCutIn,Town12_Rep0_3311_0_route0_01_10_03_40_26,70,R5,U-E3,R-E5|U-E3,R-E5,U-E3,U-E3,R1,R5,1,0.25,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCutIn,Town12_Rep0_3311_0_route0_01_10_03_40_26,71,R5,U-E3,R-E5|U-E3,R-E5,U-E3,U-E3,R1,R5,2,0.5,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCutIn,Town12_Rep0_3311_0_route0_01_10_03_40_26,72,R5,U-E3,R-E5|U-E3,R-E5,U-E3,U-E3,R1,R5,3,0.75,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCutIn,Town12_Rep0_3311_0_route0_01_10_03_40_26,73,R5,U-E3,R-E5|U-E3,R-E5,U-E3,U-E3,R1,R5,4,1.0,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCutIn,Town12_Rep0_3311_0_route0_01_10_03_40_26,74,R5,U-E3,R-E5|U-E3,R-E5,U-E3,U-E3,R1,R5,5,1.25,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCutIn,Town12_Rep0_3311_0_route0_01_10_03_40_26,75,R5,U-E3,R-E5|U-E3,R-E5,U-E3,U-E3,R1,R5,6,1.5,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCutIn,Town12_Rep0_3720_0_route0_01_08_23_43_25,27,R4,U-E3,R-E4|U-E3,R-E4,U-E3,U-E3,R1,R4,1,0.25,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCutIn,Town12_Rep0_3720_0_route0_01_08_23_43_25,28,R4,U-E3,R-E4|U-E3,R-E4,U-E3,U-E3,R1,R4,2,0.5,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCutIn,Town12_Rep0_3720_0_route0_01_08_23_43_25,29,R4,U-E3,R-E4|U-E3,R-E4,U-E3,U-E3,R1,R4,3,0.75,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCutIn,Town12_Rep0_3720_0_route0_01_08_23_43_25,30,R4,U-E3,R-E4|U-E3,R-E4,U-E3,U-E3,R1,R4,4,1.0,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCutIn,Town12_Rep0_3720_0_route0_01_08_23_43_25,31,R4,U-E3,R-E4|U-E3,R-E4,U-E3,U-E3,R1,R4,5,1.25,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCutIn,Town12_Rep0_3720_0_route0_01_08_23_43_25,32,R4,U-E3,R-E4|U-E3,R-E4,U-E3,U-E3,R1,R4,6,1.5,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCutIn,Town12_Rep0_3720_0_route0_01_08_23_43_25,33,R4,U-E3,R-E4|U-E3,R-E4,U-E3,U-E3,R1,R4,7,1.75,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCutIn,Town12_Rep0_3720_0_route0_01_08_23_43_25,34,R4,U-E3,R-E4|U-E3,R-E4,U-E3,U-E3,R1,R4,8,2.0,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCutIn,Town12_Rep0_3720_0_route0_01_08_23_43_25,35,R4,U-E3,R-E4|U-E3,R-E4,U-E3,U-E3,R1,R4,9,2.25,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCutIn,Town12_Rep0_3720_0_route0_01_08_23_43_25,36,R4,U-E3,R-E4|U-E3,R-E4,U-E3,U-E3,R1,R4,10,2.5,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCutIn,Town12_Rep0_3720_0_route0_01_08_23_43_25,37,R4,U-E3,R-E4|U-E3,R-E4,U-E3,U-E3,R1,R4,11,2.75,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCutIn,Town12_Rep0_3720_0_route0_01_08_23_43_25,38,R4,U-E3,R-E4|U-E3,R-E4,U-E3,U-E3,R1,R4,12,3.0,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCutIn,Town12_Rep0_3720_0_route0_01_08_23_43_25,39,R4,U-E3,R-E4|U-E3,R-E4,U-E3,U-E3,R1,R4,13,3.25,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCutIn,Town12_Rep0_3720_0_route0_01_08_23_43_25,40,R4,U-E3,R-E4|U-E3,R-E4,U-E3,U-E3,R1,R4,14,3.5,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCutIn,Town12_Rep0_3720_0_route0_01_08_23_43_25,41,R4,U-E3,R-E4|U-E3,R-E4,U-E3,U-E3,R1,R4,15,3.75,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCutIn,Town12_Rep0_3720_0_route0_01_08_23_43_25,42,R4,U-E3,R-E4|U-E3,R-E4,U-E3,U-E3,R1,R4,16,4.0,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCutIn,Town12_Rep0_3720_0_route0_01_08_23_43_25,43,R4,U-E3,R-E4|U-E3,R-E4,U-E3,U-E3,R1,R4,17,4.25,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCutIn,Town12_Rep0_3720_0_route0_01_08_23_43_25,44,R4,U-E3,R-E4|U-E3,R-E4,U-E3,U-E3,R1,R4,18,4.5,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCutIn,Town12_Rep0_3720_0_route0_01_08_23_43_25,45,R4,U-E3,R-E4|U-E3,R-E4,U-E3,U-E3,R1,R4,19,4.75,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCutIn,Town12_Rep0_3720_0_route0_01_08_23_43_25,46,R4,U-E3,R-E4|U-E3,R-E4,U-E3,U-E3,R1,R4,20,5.0,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCutIn,Town12_Rep0_3720_0_route0_01_08_23_43_25,47,R4,U-E3,R-E4|U-E3,R-E4,U-E3,U-E3,R1,R4,21,5.25,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCutIn,Town12_Rep0_3720_0_route0_01_08_23_43_25,48,R4,U-E3,R-E4|U-E3,R-E4,U-E3,U-E3,R1,R4,22,5.5,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCutIn,Town12_Rep0_3720_0_route0_01_08_23_43_25,49,R4,U-E3,R-E4|U-E3,R-E4,U-E3,U-E3,R1,R4,23,5.75,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCutIn,Town12_Rep0_3720_0_route0_01_08_23_43_25,50,R4,U-E3,R-E4|U-E3,R-E4,U-E3,U-E3,R1,R4,24,6.0,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCutIn,Town12_Rep0_3720_1_route0_01_09_04_31_08,29,R4,U-E3,R-E4|U-E3,R-E4,U-E3,U-E3,R1,R4,1,0.25,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCutIn,Town12_Rep0_3720_1_route0_01_09_04_31_08,30,R4,U-E3,R-E4|U-E3,R-E4,U-E3,U-E3,R1,R4,2,0.5,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCutIn,Town12_Rep0_3720_1_route0_01_09_04_31_08,31,R4,U-E3,R-E4|U-E3,R-E4,U-E3,U-E3,R1,R4,3,0.75,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCutIn,Town12_Rep0_3720_1_route0_01_09_04_31_08,32,R4,U-E3,R-E4|U-E3,R-E4,U-E3,U-E3,R1,R4,4,1.0,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCutIn,Town12_Rep0_3720_1_route0_01_09_04_31_08,33,R4,U-E3,R-E4|U-E3,R-E4,U-E3,U-E3,R1,R4,5,1.25,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCutIn,Town12_Rep0_3720_1_route0_01_09_04_31_08,34,R4,U-E3,R-E4|U-E3,R-E4,U-E3,U-E3,R1,R4,6,1.5,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCutIn,Town12_Rep0_3720_1_route0_01_09_04_31_08,35,R4,U-E3,R-E4|U-E3,R-E4,U-E3,U-E3,R1,R4,7,1.75,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCutIn,Town12_Rep0_3720_1_route0_01_09_04_31_08,36,R4,U-E3,R-E4|U-E3,R-E4,U-E3,U-E3,R1,R4,8,2.0,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCutIn,Town12_Rep0_3720_1_route0_01_09_04_31_08,37,R4,U-E3,R-E4|U-E3,R-E4,U-E3,U-E3,R1,R4,9,2.25,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCutIn,Town12_Rep0_3720_1_route0_01_09_04_31_08,38,R4,U-E3,R-E4|U-E3,R-E4,U-E3,U-E3,R1,R4,10,2.5,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCutIn,Town12_Rep0_3720_1_route0_01_09_04_31_08,39,R4,U-E3,R-E4|U-E3,R-E4,U-E3,U-E3,R1,R4,11,2.75,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCutIn,Town12_Rep0_3720_1_route0_01_09_04_31_08,40,R4,U-E3,R-E4|U-E3,R-E4,U-E3,U-E3,R1,R4,12,3.0,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCutIn,Town12_Rep0_3720_1_route0_01_09_04_31_08,41,R4,U-E3,R-E4|U-E3,R-E4,U-E3,U-E3,R1,R4,13,3.25,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCutIn,Town12_Rep0_3720_1_route0_01_09_04_31_08,42,R4,U-E3,R-E4|U-E3,R-E4,U-E3,U-E3,R1,R4,14,3.5,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCutIn,Town12_Rep0_3720_1_route0_01_09_04_31_08,43,R4,U-E3,R-E4|U-E3,R-E4,U-E3,U-E3,R1,R4,15,3.75,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCutIn,Town12_Rep0_3720_1_route0_01_09_04_31_08,44,R4,U-E3,R-E4|U-E3,R-E4,U-E3,U-E3,R1,R4,16,4.0,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCutIn,Town12_Rep0_3720_1_route0_01_09_04_31_08,45,R4,U-E3,R-E4|U-E3,R-E4,U-E3,U-E3,R1,R4,17,4.25,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCutIn,Town12_Rep0_3720_1_route0_01_09_04_31_08,46,R4,U-E3,R-E4|U-E3,R-E4,U-E3,U-E3,R1,R4,18,4.5,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCutIn,Town12_Rep0_3720_1_route0_01_09_04_31_08,47,R4,U-E3,R-E4|U-E3,R-E4,U-E3,U-E3,R1,R4,19,4.75,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCutIn,Town12_Rep0_3720_1_route0_01_09_04_31_08,48,R4,U-E3,R-E4|U-E3,R-E4,U-E3,U-E3,R1,R4,20,5.0,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCutIn,Town12_Rep0_3720_1_route0_01_09_04_31_08,49,R4,U-E3,R-E4|U-E3,R-E4,U-E3,U-E3,R1,R4,21,5.25,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCutIn,Town12_Rep0_3720_1_route0_01_09_04_31_08,50,R4,U-E3,R-E4|U-E3,R-E4,U-E3,U-E3,R1,R4,22,5.5,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCutIn,Town12_Rep0_3720_1_route0_01_09_04_31_08,51,R4,U-E3,R-E4|U-E3,R-E4,U-E3,U-E3,R1,R4,23,5.75,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCutIn,Town12_Rep0_3720_1_route0_01_09_04_31_08,52,R4,U-E3,R-E4|U-E3,R-E4,U-E3,U-E3,R1,R4,24,6.0,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCutIn,Town12_Rep0_3895_0_route0_01_09_13_00_18,28,R4,U-E3,R-E4|U-E3,R-E4,U-E3,U-E3,R1,R4,1,0.25,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCutIn,Town12_Rep0_3895_0_route0_01_09_13_00_18,29,R4,U-E3,R-E4|U-E3,R-E4,U-E3,U-E3,R1,R4,2,0.5,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCutIn,Town12_Rep0_3895_0_route0_01_09_13_00_18,30,R4,U-E3,R-E4|U-E3,R-E4,U-E3,U-E3,R1,R4,3,0.75,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCutIn,Town12_Rep0_3895_0_route0_01_09_13_00_18,31,R4,U-E3,R-E4|U-E3,R-E4,U-E3,U-E3,R1,R4,4,1.0,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCutIn,Town12_Rep0_3895_0_route0_01_09_13_00_18,32,R4,U-E3,R-E4|U-E3,R-E4,U-E3,U-E3,R1,R4,5,1.25,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCutIn,Town12_Rep0_3895_0_route0_01_09_13_00_18,33,R4,U-E3,R-E4|U-E3,R-E4,U-E3,U-E3,R1,R4,6,1.5,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCutIn,Town12_Rep0_3895_0_route0_01_09_13_00_18,34,R4,U-E3,R-E4|U-E3,R-E4,U-E3,U-E3,R1,R4,7,1.75,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCutIn,Town12_Rep0_3895_0_route0_01_09_13_00_18,35,R4,U-E3,R-E4|U-E3,R-E4,U-E3,U-E3,R1,R4,8,2.0,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCutIn,Town12_Rep0_3895_0_route0_01_09_13_00_18,36,R4,U-E3,R-E4|U-E3,R-E4,U-E3,U-E3,R1,R4,9,2.25,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCutIn,Town12_Rep0_3895_0_route0_01_09_13_00_18,37,R4,U-E3,R-E4|U-E3,R-E4,U-E3,U-E3,R1,R4,10,2.5,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCutIn,Town12_Rep0_3895_0_route0_01_09_13_00_18,38,R4,U-E3,R-E4|U-E3,R-E4,U-E3,U-E3,R1,R4,11,2.75,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCutIn,Town12_Rep0_3895_0_route0_01_09_13_00_18,39,R4,U-E3,R-E4|U-E3,R-E4,U-E3,U-E3,R1,R4,12,3.0,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCutIn,Town12_Rep0_3895_0_route0_01_09_13_00_18,40,R4,U-E3,R-E4|U-E3,R-E4,U-E3,U-E3,R1,R4,13,3.25,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCutIn,Town12_Rep0_3895_0_route0_01_09_13_00_18,41,R4,U-E3,R-E4|U-E3,R-E4,U-E3,U-E3,R1,R4,14,3.5,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCutIn,Town12_Rep0_3895_0_route0_01_09_13_00_18,42,R4,U-E3,R-E4|U-E3,R-E4,U-E3,U-E3,R1,R4,15,3.75,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCutIn,Town12_Rep0_3895_0_route0_01_09_13_00_18,43,R4,U-E3,R-E4|U-E3,R-E4,U-E3,U-E3,R1,R4,16,4.0,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCutIn,Town12_Rep0_3895_0_route0_01_09_13_00_18,44,R4,U-E3,R-E4|U-E3,R-E4,U-E3,U-E3,R1,R4,17,4.25,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCutIn,Town12_Rep0_3895_0_route0_01_09_13_00_18,45,R4,U-E3,R-E4|U-E3,R-E4,U-E3,U-E3,R1,R4,18,4.5,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
ParkingCutIn,Town12_Rep0_3895_0_route0_01_09_13_00_18,46,R4,U-E3,R-E4|U-E3,R-E4,U-E3,U-E3,R1,R4,19,4.75,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
